Soltuion,Hunter(hkroger),Snehal,Emma(eschare)
1578.1,2,3,4
1579.1,3,3,8
1579.2,8,8,8
1580.1,3,3,3
1581.1,5,5,5
1582.1,2,3,4
1584.1,1,3,1
1585.1,3,8,8
1586.1,1,3,1
1589.1,3,3,3
1589.2,8,8,3
1590.1,2,2,2
1590.2,3,3,3
1590.3,3,3,3
1590.4,3,3,3
1590.5,3,3,3
1590.6,3,3,3
1591.1,2,2,2
1592.1,3,3,3
1592.2,3,3,3
1592.3,3,3,4
1592.4,3,3,3
1592.5,3,3,3
1592.6,3,3,3
1593.1,5,5,5
1594.1,3,3,3
1594.2,3,3,3
1594.3,3,3,3
1594.4,5,5,5
1594.5,3,3,4
1595.1,2,3,2
1596.1,4,3,4
1597.1,3,3,3
1597.2,4,3,3
1598.1,3,3,3
1598.2,3,3,3
1599.1,3,3,3
1599.2,4,3,3
1599.3,3,3,3
1600.1,1,1,1
1601.1,8,3,8
1602.1,2,2,2
1602.2,3,3,3
1603.1,1,3,1
1603.2,2,2,2
1604.1,2,9,3
1604.2,9,3,3
1604.3,2,3,2
1605.1,8,3,3
1606.1,3,3,3
1607.1,3,3,5
1608.1,5,3,5
1609.1,8,3,3
1609.2,1,7,1
1610.1,8,3,7
1611.1,1,1,1
1612.1,1,3,2
1613.1,9,9,9
1613.2,2,3,2
1614.1,1,3,5
1615.1,3,3,3
1615.2,3,3,1
1616.1,2,2,3
1617.1,5,5,5
1617.2,5,5,5
1617.3,3,3,3
1618.1,3,3,3
1619.1,3,3,3
1619.2,3,3,3
1620.1,3,3,3
1620.2,8,8,1
1621.1,3,5,5
1622.1,3,3,2
1623.1,3,3,3
1623.2,3,3,3
1623.3,3,8,3
1624.1,8,3,3
1625.1,3,3,3
1625.2,3,3,3
1625.3,6,6,3
1626.1,2,2,2
1627.1,2,3,2
1628.1,1,3,3
1628.2,1,3,3
1630.1,3,3,3
1630.2,3,3,3
1630.3,3,3,3
1630.4,3,3,3
1630.5,8,8,5
1631.1,2,5,5
1632.1,2,2,2
1633.1,2,2,2
1634.1,8,3,3
1635.1,3,3,6
1636.1,4,2,3
1637.1,2,3,2
1638.1,3,3,3
1639.1,3,3,3
1640.1,8,8,8
1641.1,3,3,3
1641.2,3,3,3
1643.1,3,3,3
1643.2,3,3,3
1644.1,2,3,2
1645.1,2,3,3
1646.1,5,3,3
1647.1,3,3,3
1649.1,2,2,2
1650.1,1,3,3
1651.1,1,3,3
1652.1,2,3,3
1653.1,1,1,1
1654.1,2,3,3
1655.1,4,2,3
1656.1,5,3,5
1657.1,3,3,5
1658.1,3,3,4
1660.1,3,2,3
1661.1,7,2,4
1662.1,1,3,1
1663.1,8,3,3
1663.2,3,3,3
1664.1,3,3,3
1664.2,3,3,1
1664.3,1,3,3
1664.4,5,3,5
1665.1,3,3,5
1665.2,3,3,5
1666.1,4,3,4
1667.1,1,2,3
1668.1,4,2,2
1669.1,3,4,3
1670.1,2,3,2
1670.2,2,3,2
1670.3,3,3,2
1670.4,3,3,3
1670.5,1,3,1
1671.1,3,3,3
1672.1,1,3,2
1673.1,1,1,1
1674.1,1,2,1
1675.1,2,3,2
1676.1,1,3,2
1677.1,1,3,1
1678.1,3,3,3
1678.2,1,3,1
1679.1,2,9,9
1680.1,2,3,9
1681.1,3,3,3
1681.2,3,3,3
1681.3,2,2,2
1682.1,2,2,2
1683.1,5,3,3
1683.2,3,3,3
1684.1,2,2,3
1684.2,3,3,3
1684.3,3,4,3
1685.1,3,3,3
1685.2,2,2,2
1685.3,3,3,3
1686.1,2,3,3
1687.1,3,3,4
1688.1,1,3,3
1689.1,8,3,3
1690.1,1,8,8
1691.1,2,2,2
1692.1,1,7,1
1693.1,3,3,3
1693.2,8,2,2
1694.1,3,3,3
1695.1,3,3,3
1696.1,1,1,1
1697.1,4,4,4
1698.1,2,3,3
1699.1,2,2,1
1701.1,1,3,1
1702.1,5,3,5
1703.1,5,5,5
1704.1,1,1,1
1706.1,1,1,1
1707.1,4,3,3
1707.2,2,3,3
1708.1,2,2,2
1709.1,3,3,3
1709.2,8,3,2
1710.1,2,3,3
1711.1,2,3,5
1712.1,3,3,3
1713.1,3,3,3
1714.1,3,8,8
1715.1,3,3,8
1716.1,2,3,2
1717.1,2,2,2
1718.1,3,3,3
1718.2,2,3,3
1719.1,1,3,2
1720.1,3,3,3
1720.2,2,7,2
1721.1,1,1,1
1722.1,2,2,2
1723.1,2,2,2
1723.2,2,2,3
1723.3,1,3,1
1724.1,4,3,4
1724.2,3,3,4
1725.1,2,2,2
1726.1,5,3,3
1727.1,1,3,2
1728.1,8,3,3
1728.2,3,3,3
1728.3,8,3,3
1728.4,2,3,2
1729.1,2,2,2
1729.2,1,1,1
1730.1,2,3,8
1730.2,3,3,3
1731.1,3,3,3
1732.1,8,8,1
1733.1,8,8,8
1734.1,1,6,5
1735.1,4,3,3
1735.2,3,3,3
1736.1,8,8,8
1737.1,1,3,1
1737.2,3,3,3
1738.1,2,3,3
1739.1,3,8,3
1741.1,3,3,2
1742.1,2,2,2
1743.1,2,4,2
1744.1,3,3,3
1744.2,2,2,2
1744.3,3,3,3
1745.1,1,1,3
1746.1,5,5,5
1747.1,3,3,2
1748.1,4,4,4
1749.1,3,3,3
1750.1,7,3,5
1750.2,2,2,2
1751.1,5,3,6
1751.2,1,3,1
1752.1,1,1,1
1753.1,5,4,3
1753.2,3,3,3
1753.3,3,3,3
1753.4,3,3,7
1753.5,4,4,7
1754.1,1,1,1
1754.2,1,1,5
1755.1,3,3,3
1756.1,9,3,9
1756.2,9,3,3
1756.3,1,3,1
1757.1,2,3,2
1757.2,2,3,2
1758.1,1,3,1
1759.1,3,3,3
1760.1,5,5,5
1761.1,3,3,3
1761.2,5,5,5
1762.1,2,2,2
1763.1,1,2,1
1764.1,3,3,3
1764.2,3,3,5
1765.1,5,3,6
1765.2,2,3,3
1766.1,3,3,1
1767.1,5,3,3
1767.2,2,3,1
1768.1,2,2,2
1769.1,3,3,3
1771.1,3,3,3
1771.2,3,3,1
1771.3,3,3,5
1772.1,2,3,5
1773.1,2,3,3
1774.1,3,8,5
1774.2,9,9,9
1775.1,3,3,3
1775.2,3,3,3
1776.1,3,3,4
1776.2,1,3,3
1776.3,3,4,3
1778.1,3,3,3
1778.2,3,3,3
1778.3,1,3,1
1779.1,3,3,8
1780.1,1,2,1
1781.1,2,2,2
1782.1,3,1,8
1782.2,3,3,3
1783.1,3,3,3
1783.2,2,2,3
1783.3,3,2,2
1784.1,3,3,3
1785.1,5,3,5
1785.2,2,3,3
1786.1,4,4,4
1786.2,3,3,9
1787.1,3,3,3
1788.1,3,3,3
1788.2,3,3,3
1789.1,3,8,8
1790.1,2,3,3
1790.2,3,3,3
1791.1,3,3,3
1792.1,2,3,2
1793.1,3,3,3
1793.2,3,3,3
1794.1,1,2,3
1795.1,3,3,3
1795.2,2,2,2
1796.1,3,2,5
1797.1,5,2,5
1798.1,3,3,4
1798.2,3,4,4
1799.1,2,2,2
1799.2,2,2,2
1800.1,3,4,3
1800.2,7,4,4
1801.1,3,3,3
1801.2,3,3,3
1802.1,3,3,3
1802.2,1,3,1
1803.1,2,3,3
1803.2,5,5,5
1804.1,2,3,2
1805.1,3,3,3
1806.1,3,2,3
1806.2,3,3,3
1807.1,3,3,3
1807.2,3,3,3
1808.1,2,2,2
1809.1,2,2,2
1809.2,3,3,3
1810.1,3,4,4
1810.2,3,3,3
1810.3,3,3,3
1812.1,3,3,3
1812.2,3,3,3
1812.3,2,4,2
1812.4,3,3,3
1813.1,2,3,3
1814.1,3,3,5
1814.2,1,1,1
1815.1,3,3,3
1815.2,3,3,3
1815.3,7,7,7
1816.1,3,3,8
1817.1,2,2,2
1818.1,2,2,2
1819.1,2,2,1
1820.1,2,2,2
1821.1,1,3,1
1821.2,3,3,3
1822.1,2,3,2
1822.2,1,1,3
1823.1,3,3,3
1825.1,3,3,3
1826.1,8,8,8
1826.2,3,3,4
1826.3,3,3,3
1827.1,5,3,3
1827.2,5,3,5
1828.1,1,3,3
1828.2,2,2,2
1829.1,1,1,1
1830.1,2,2,2
1831.1,1,3,3
1833.1,7,7,7
1833.2,1,1,1
1834.1,1,3,1
1835.1,2,3,2
1835.2,3,3,2
1836.1,3,4,4
1836.2,2,4,4
1837.1,2,3,1
1837.2,1,1,1
1838.1,3,3,3
1838.2,3,3,3
1838.3,3,3,3
1839.1,2,2,2
1840.1,1,1,1
1841.1,2,4,2
1843.1,3,3,8
1844.1,3,3,8
1844.2,3,3,3
1844.3,3,3,3
1844.4,3,3,3
1844.5,3,3,3
1844.6,3,3,3
1844.7,3,3,3
1844.8,3,3,3
1844.9,3,3,3
1844.10,3,3,3
1845.1,3,3,5
1845.2,5,3,3
1846.1,3,3,8
1846.2,3,3,3
1847.1,7,3,7
1847.2,7,7,3
1847.3,2,2,2
1849.1,3,3,3
1851.1,3,3,3
1852.1,3,3,4
1852.2,3,3,3
1852.3,3,3,3
1853.1,5,3,3
1853.2,5,3,3
1854.1,5,3,8
1854.2,5,3,3
1855.1,1,1,1
1856.1,5,5,6
1856.2,2,4,2
1856.3,5,3,5
1857.1,2,4,4
1858.1,1,3,1
1859.1,3,3,3
1859.2,3,3,3
1859.3,3,3,8
1860.1,1,3,1
1861.1,2,3,8
1862.1,1,3,2
1862.2,2,2,2
1863.1,3,3,8
1863.2,8,3,8
1864.1,2,3,2
1864.2,3,3,3
1864.3,3,3,3
1864.4,1,3,1
1866.1,3,3,8
1867.1,3,3,3
1868.1,2,2,2
1869.1,2,2,3
1870.1,5,5,5
1870.2,5,5,5
1871.1,2,3,2
1871.2,3,3,3
1872.1,5,5,5
1873.1,2,3,1
1873.2,3,3,3
1874.1,3,3,3
1874.2,3,3,3
1874.3,3,3,8
1874.4,3,3,3
1874.5,3,3,3
1874.6,3,3,3
1875.1,3,3,3
1876.1,3,4,4
1877.1,3,3,3
1878.1,2,2,2
1879.1,3,3,6
1880.1,3,3,3
1880.2,3,3,3
1880.3,3,3,3
1880.4,3,3,3
1880.5,5,3,3
1881.1,1,1,1
1881.2,1,3,1
1882.1,3,3,3
1882.2,1,1,3
1883.1,2,2,2
1883.2,5,5,5
1884.1,5,3,3
1884.2,3,3,4
1885.1,2,3,5
1886.1,5,5,5
1887.1,7,7,7
1887.2,7,7,7
1888.1,5,5,6
1888.2,2,3,3
1889.1,3,3,3
1889.2,5,3,5
1889.3,2,3,5
1890.1,2,2,2
1890.2,2,2,3
1890.3,1,3,2
1891.1,3,3,3
1891.2,3,3,8
1892.1,5,5,5
1892.2,3,3,3
1892.3,3,3,3
1893.1,3,2,3
1893.2,2,2,2
1894.1,3,3,3
1894.2,2,2,2
1895.1,1,1,1
1896.1,3,3,3
1896.2,2,8,5
1897.1,3,3,3
1897.2,3,3,3
1897.3,3,8,8
1898.1,3,3,2
1899.1,5,3,5
1900.1,2,3,2
1901.1,3,3,3
1901.2,7,7,2
1901.3,7,7,2
1901.4,3,3,3
1901.5,4,4,4
1902.1,3,3,2
1903.1,9,9,9
1903.2,5,5,5
1904.1,2,2,2
1905.1,1,3,1
1906.1,8,8,8
1907.1,5,5,5
1908.1,3,3,3
1909.1,3,3,3
1909.2,3,3,3
1909.3,3,3,3
1909.4,1,3,1
1910.1,3,3,3
1910.2,1,1,7
1911.1,2,3,1
1912.1,5,3,5
1913.1,3,3,3
1913.2,5,3,3
1914.1,3,3,3
1916.1,3,3,3
1917.1,1,1,1
1918.1,5,6,5
1919.1,2,2,2
1920.1,3,3,3
1920.2,3,3,3
1920.3,3,3,3
1920.4,5,5,5
1920.5,3,3,3
1921.1,5,3,5
1921.2,6,7,6
1922.1,2,2,3
1923.1,2,3,3
1924.1,5,3,5
1924.2,3,3,3
1925.1,3,3,3
1925.2,1,8,1
1925.3,1,3,1
1926.1,2,2,2
1927.1,1,1,1
1928.1,1,1,1
1929.1,3,3,3
1929.2,1,3,2
1930.1,1,3,1
1931.1,5,3,5
1932.1,3,3,3
1932.2,3,3,3
1933.1,3,5,5
1934.1,2,4,4
1935.1,1,1,1
1936.1,3,3,3
1937.1,1,3,2
1938.1,1,1,1
1939.1,2,8,8
1940.1,2,3,8
1941.1,3,3,9
1941.2,2,2,2
1942.1,8,8,8
1942.2,3,3,3
1943.1,1,3,1
1944.1,1,1,2
1944.2,3,3,3
1945.1,3,3,3
1945.2,8,8,3
1946.1,1,3,8
1947.1,1,3,3
1948.1,3,3,2
1949.1,1,3,1
1950.1,5,5,5
1951.1,3,3,5
1952.1,3,4,4
1952.2,4,3,4
1953.1,2,3,2
1954.1,1,3,3
1955.1,3,3,3
1956.1,2,3,9
1957.1,3,3,3
1957.2,3,3,3
1958.1,3,3,3
1958.2,3,3,3
1959.1,3,3,3
1959.2,3,3,3
1959.3,3,2,9
1960.1,5,2,5
1961.1,2,2,2
1961.2,2,2,2
1961.3,3,3,3
1962.1,2,2,3
1963.1,2,3,2
1965.1,3,4,4
1965.2,3,2,4
1967.1,2,2,1
1967.2,1,3,1
1968.1,8,3,3
1968.2,1,8,8
1969.1,3,3,3
1969.2,3,3,3
1970.1,5,3,3
1971.1,5,5,5
1972.1,3,3,5
1972.2,3,3,3
1972.3,1,3,5
1973.1,5,3,5
1973.2,1,3,1
1974.1,3,3,3
1974.2,1,3,3
1975.1,5,3,3
1975.2,5,5,5
1975.3,3,3,3
1975.4,5,3,3
1976.1,3,3,3
1976.2,1,3,1
1976.3,5,3,3
1977.1,1,3,8
1978.1,5,5,1
1978.2,2,3,2
1979.1,1,3,3
1979.2,1,3,1
1980.1,5,3,3
1980.2,5,3,3
1980.3,2,5,5
1981.1,3,3,9
1981.2,1,2,2
1982.1,3,3,3
1983.1,3,3,3
1984.1,8,3,3
1984.2,2,2,2
1985.1,1,8,1
1985.2,5,5,5
1986.1,2,2,9
1987.1,3,3,3
1987.2,3,3,3
1987.3,3,3,3
1987.4,1,1,2
1987.5,2,2,3
1988.1,4,3,4
1988.2,5,3,1
1988.3,3,3,4
1989.1,1,3,8
1990.1,3,5,5
1991.1,3,3,3
1991.2,2,2,3
1992.1,3,3,3
1992.2,3,3,3
1993.1,1,2,1
1993.2,3,3,3
1994.1,3,3,3
1994.2,4,3,4
1994.3,2,4,4
1995.1,2,2,2
1996.1,1,1,1
1997.1,8,8,8
1998.1,2,2,3
1999.1,5,4,5
2000.1,2,3,3
2001.1,5,5,5
2002.1,1,3,1
2003.1,8,8,8
2004.1,1,1,1
2004.2,2,3,2
2005.1,2,2,2
2006.1,1,3,1
2007.1,5,5,5
2009.1,3,3,3
2009.2,2,2,2
2009.3,3,3,3
2010.1,3,3,8
2010.2,3,2,8
2011.1,3,3,4
2011.2,2,3,2
2012.1,3,2,2
2014.1,3,3,3
2015.1,3,3,3
2015.2,5,5,5
2016.1,3,3,3
2016.2,3,3,3
2016.3,4,3,3
2016.4,1,3,1
2017.1,3,3,3
2017.2,1,3,1
2018.1,3,3,3
2018.2,2,3,3
2019.1,1,1,1
2020.1,1,3,1
2020.2,4,3,3
2021.1,3,3,3
2022.1,1,3,1
2022.2,1,1,1
2023.1,1,1,1
2023.2,1,3,1
2024.1,3,7,6
2024.2,1,3,6
2025.1,3,3,3
2025.2,3,3,3
2025.3,2,2,2
2026.1,1,1,1
2027.1,2,2,2
2028.1,6,3,6
2028.2,5,6,6
2028.3,2,2,2
2029.1,1,3,1
2029.2,1,3,1
2030.1,3,3,3
2030.2,3,3,3
2031.1,2,3,3
2031.2,3,3,3
2031.3,1,1,1
2031.4,5,7,1
2032.1,2,3,3
2032.2,2,3,2
2033.1,8,3,3
2034.1,3,3,3
2035.1,2,3,3
2035.2,3,3,6
2036.1,2,2,2
2036.2,2,2,2
2037.1,2,3,2
2038.1,2,2,2
2038.2,3,4,3
2039.1,5,5,5
2041.1,3,3,3
2042.1,2,2,2
2042.2,8,8,8
2043.1,3,3,3
2044.1,3,3,7
2045.1,1,1,7
2045.2,3,7,2
2045.3,5,6,7
2045.4,5,6,7
2045.5,5,6,7
2045.6,5,6,7
2045.7,5,6,7
2046.1,3,3,3
2046.2,2,3,3
2047.1,1,1,1
2047.2,3,3,2
2048.1,1,5,7
2049.1,3,3,3
2049.2,3,5,3
2049.3,2,3,3
2050.1,1,3,1
2051.1,3,3,3
2051.2,3,3,3
2052.1,1,3,1
2053.1,3,3,5
2053.2,3,3,3
2054.1,1,3,3
2055.1,2,2,2
2056.1,3,8,3
2056.2,3,8,2
2057.1,3,4,3
2057.2,2,3,2
2058.1,1,2,1
2059.1,2,2,2
2060.1,2,3,4
2061.1,8,3,3
2061.2,2,3,3
2062.1,1,1,1
2062.2,5,5,5
2063.1,4,4,5
2063.2,7,7,4
2064.1,4,4,4
2065.1,7,3,2
2066.1,3,3,5
2066.2,5,3,5
2066.3,2,3,2
2067.1,1,3,3
2068.1,5,5,3
2068.2,5,5,3
2069.1,1,8,1
2070.1,6,5,5
2071.1,2,2,2
2072.1,3,3,3
2072.2,3,3,3
2072.3,1,1,1
2072.4,1,1,1
2073.1,3,2,2
2074.1,3,3,3
2074.2,1,3,1
2074.3,3,3,3
2075.1,3,3,4
2075.2,3,3,4
2075.3,4,3,4
2076.1,2,3,2
2076.2,8,8,8
2077.1,5,5,6
2077.2,3,3,3
2077.3,3,3,3
2077.4,1,1,1
2077.5,3,3,3
2078.1,1,1,1
2080.1,4,4,4
2081.1,3,3,3
2081.2,2,2,2
2082.1,3,3,3
2082.2,3,3,3
2082.3,3,3,3
2082.4,3,3,3
2082.5,3,3,3
2083.1,7,3,7
2084.1,1,2,3
2084.2,1,3,1
2085.1,2,3,2
2086.1,3,3,3
2086.2,2,3,5
2086.3,3,3,3
2087.1,1,3,3
2088.1,2,3,3
2088.2,3,3,3
2089.1,3,3,1
2090.1,3,3,3
2091.1,3,3,3
2092.1,3,3,1
2093.1,4,4,4
2093.2,3,3,3
2094.1,1,3,1
2095.1,1,4,1
2096.1,4,3,4
2097.1,1,3,3
2098.1,3,3,3
2098.2,8,8,8
2099.1,3,3,3
2099.2,3,3,7
2100.1,1,3,1
2101.1,3,3,3
2101.2,3,3,3
2102.1,5,3,3
2103.1,2,2,2
2103.2,3,3,2
2104.1,3,3,3
2104.2,3,3,2
2106.1,2,2,2
2107.1,9,9,3
2107.2,3,3,4
2107.3,8,2,8
2108.1,1,3,2
2109.1,1,2,1
2110.1,2,3,3
2111.1,5,3,5
2112.1,1,3,1
2112.2,3,3,1
2113.1,3,3,3
2113.2,2,2,2
2114.1,2,3,1
2114.2,2,2,2
2115.1,3,4,4
2116.1,5,5,5
2116.2,2,3,1
2117.1,3,3,3
2117.2,8,8,2
2118.1,8,2,2
2119.1,3,3,5
2119.2,2,3,2
2120.1,2,3,2
2121.1,1,3,1
2122.1,2,3,7
2123.1,9,3,7
2123.2,2,2,2
2123.3,9,3,3
2123.4,3,3,5
2124.1,3,3,3
2124.2,2,2,2
2124.3,2,3,2
2125.1,3,3,3
2126.1,2,2,2
2127.1,3,3,3
2127.2,2,2,2
2127.3,3,3,3
2128.1,3,3,3
2128.2,2,2,2
2129.1,4,4,3
2129.2,4,4,3
2129.3,3,4,3
2130.1,3,3,3
2131.1,5,4,5
2131.2,1,3,5
2132.1,3,3,3
2132.2,3,3,8
2133.1,3,3,9
2133.2,1,3,1
2133.3,2,2,2
2133.4,4,4,4
2134.1,2,3,3
2134.2,2,2,2
2135.1,2,2,1
2136.1,1,3,1
2137.1,3,3,3
2137.2,3,3,3
2137.3,3,3,3
2137.4,3,3,3
2137.5,2,3,3
2138.1,1,3,1
2139.1,2,3,7
2140.1,3,3,3
2140.2,4,4,4
2140.3,2,3,3
2141.1,3,3,1
2142.1,3,3,3
2142.2,3,3,3
2143.1,3,8,4
2143.2,1,3,1
2144.1,3,3,4
2145.1,3,3,3
2146.1,2,3,3
2146.2,2,2,2
2147.1,2,3,4
2148.1,5,3,3
2149.1,3,3,3
2149.2,3,3,3
2149.3,3,3,3
2150.1,7,7,7
2150.2,3,3,3
2150.3,1,7,7
2151.1,3,3,3
2151.2,1,1,1
2151.3,3,3,3
2151.4,3,3,3
2151.5,3,3,3
2151.6,3,3,3
2151.7,3,3,3
2152.1,2,6,5
2152.2,1,1,1
2153.1,1,3,3
2154.1,3,3,3
2155.1,7,7,7
2156.1,2,3,2
2156.2,1,3,2
2157.1,3,3,3
2157.2,1,3,1
2158.1,3,3,5
2158.2,3,3,5
2158.3,1,1,1
2158.4,3,3,3
2158.5,3,3,3
2158.6,3,3,5
2158.7,1,1,1
2158.8,3,3,1
2158.9,3,3,1
2158.10,1,1,1
2159.1,5,3,5
2159.2,3,3,7
2159.3,3,3,3
2160.1,2,2,2
2161.1,3,3,3
2161.2,5,4,4
2162.1,3,3,8
2163.1,3,3,3
2164.1,1,3,1
2164.2,1,3,1
2165.1,2,3,2
2166.1,1,3,3
2167.1,1,3,3
2168.1,1,3,2
2169.1,3,3,3
2170.1,3,3,8
2170.2,8,3,8
2171.1,2,3,2
2172.1,3,3,3
2172.2,1,1,1
2173.1,2,3,2
2174.1,5,4,5
2175.1,5,3,5
2175.2,1,3,1
2176.1,3,3,8
2177.1,3,3,3
2178.1,3,3,3
2178.2,2,2,3
2179.1,3,3,3
2179.2,2,3,8
2180.1,3,3,3
2180.2,1,3,3
2181.1,3,3,3
2181.2,3,3,3
2181.3,3,3,3
2181.4,8,3,8
2182.1,2,3,5
2183.1,3,3,3
2184.1,3,3,3
2184.2,5,5,5
2184.3,5,5,5
2185.1,1,3,3
2186.1,2,3,2
2187.1,5,3,3
2187.2,5,3,3
2188.1,1,3,2
2189.1,1,1,1
2190.1,3,8,1
2190.2,1,3,3
2191.1,1,6,5
2192.1,4,4,4
2193.1,2,2,2
2193.2,3,2,2
2194.1,2,2,3
2194.2,3,3,3
2195.1,4,4,4
2195.2,1,3,1
2195.3,4,3,6
2195.4,1,3,5
2196.1,3,3,3
2196.2,3,3,5
2197.1,5,3,5
2197.2,8,8,8
2198.1,8,3,3
2199.1,3,3,4
2199.2,3,3,7
2199.3,3,3,3
2199.4,2,3,7
2201.1,3,3,3
2201.2,3,3,3
2202.1,5,5,5
2202.2,5,3,5
2202.3,5,5,5
2203.1,1,1,1
2204.1,5,3,3
2204.2,2,2,1
2205.1,8,3,2
2205.2,3,3,3
2205.3,3,1,1
2206.1,1,6,1
2208.1,1,3,3
2208.2,2,3,5
2209.1,3,3,7
2209.2,2,3,2
2210.1,2,3,2
2211.1,3,3,2
2211.2,3,3,3
2212.1,6,3,6
2214.1,5,1,1
2214.2,1,1,1
2215.1,1,1,1
2216.1,2,3,3
2216.2,3,3,3
2217.1,9,9,3
2217.2,2,2,3
2218.1,3,9,9
2218.2,3,9,3
2218.3,9,9,9
2218.4,3,3,3
2218.5,3,3,9
2218.6,3,3,3
2219.1,3,3,3
2219.2,1,1,1
2220.1,5,3,5
2221.1,1,3,3
2222.1,3,3,3
2224.1,4,3,4
2225.1,2,2,2
2226.1,2,2,8
2227.1,2,3,2
2228.1,3,3,3
2228.2,2,3,3
2228.3,9,9,3
2229.1,3,3,6
2229.2,3,3,3
2229.3,3,3,3
2230.1,2,2,3
2230.2,2,3,1
2231.1,5,3,5
2231.2,5,3,3
2231.3,5,3,3
2231.4,5,5,5
2231.5,2,3,2
2232.1,5,3,3
2232.2,2,3,3
2233.1,2,3,2
2233.2,1,1,1
2234.1,2,3,2
2234.2,3,3,3
2237.1,2,3,2
2237.2,2,2,2
2238.1,2,3,2
2239.1,5,3,5
2239.2,5,3,5
2239.3,5,5,5
2239.4,1,3,1
2240.1,1,2,1
2240.2,3,3,3
2240.3,3,3,3
2240.4,3,3,3
2241.1,3,3,3
2241.2,3,3,3
2241.3,1,1,1
2242.1,2,2,2
2242.2,2,2,2
2243.1,1,3,5
2243.2,3,4,2
2243.3,5,3,6
2244.1,1,3,1
2244.2,1,3,3
2245.1,2,2,2
2246.1,2,2,2
2247.1,2,2,2
2248.1,5,5,6
2249.1,2,3,2
2250.1,1,3,1
2250.2,1,1,1
2251.1,3,2,4
2251.2,2,2,4
2252.1,2,2,2
2252.2,3,3,3
2253.1,3,3,5
2253.2,1,1,1
2253.3,5,5,3
2254.1,5,3,8
2254.2,2,8,8
2254.3,3,3,8
2255.1,1,3,1
2256.1,2,2,2
2257.1,4,3,3
2257.2,3,3,3
2258.1,4,4,4
2259.1,3,3,3
2259.2,8,8,8
2260.1,3,3,3
2261.1,3,3,3
2263.1,3,3,3
2263.2,3,3,3
2263.3,1,3,1
2264.1,3,3,3
2265.1,2,3,2
2266.1,1,1,1
2267.1,1,1,1
2267.2,1,1,1
2268.1,3,3,3
2268.2,2,3,2
2269.1,1,3,1
2270.1,3,3,3
2270.2,2,3,3
2271.1,5,3,5
2272.1,3,3,8
2273.1,8,8,8
2274.1,2,2,3
2274.2,2,2,2
2275.1,3,3,3
2276.1,1,1,1
2277.1,5,5,5
2278.1,8,3,3
2278.2,1,1,1
2279.1,2,2,2
2279.2,1,1,1
2279.3,1,1,1
2280.1,2,2,2
2280.2,3,3,3
2281.1,3,3,5
2281.2,3,4,4
2281.3,3,3,3
2282.1,3,3,3
2282.2,3,3,3
2282.3,3,3,3
2283.1,3,3,3
2283.2,3,3,3
2283.3,3,3,3
2284.1,2,2,2
2285.1,1,3,1
2286.1,3,3,3
2286.2,3,4,3
2286.3,3,3,3
2287.1,5,5,5
2287.2,5,5,5
2287.3,2,3,2
2288.1,3,3,4
2288.2,2,2,2
2289.1,1,3,1
2290.1,3,3,6
2290.2,3,3,6
2290.3,3,3,6
2290.4,2,2,2
2291.1,8,3,8
2291.2,4,4,4
2292.1,2,2,2
2293.1,2,8,5
2294.1,3,3,3
2294.2,2,3,2
2295.1,1,1,1
2296.1,1,1,3
2296.2,1,3,3
2297.1,2,2,3
2297.2,1,1,1
2298.1,5,5,5
2299.1,2,2,2
2299.2,2,2,2
2301.1,3,3,3
2301.2,2,2,2
2302.1,3,2,3
2302.2,2,2,2
2302.3,2,2,2
2303.1,3,3,8
2304.1,2,2,2
2304.2,2,2,2
2304.3,2,2,2
2305.1,1,3,1
2306.1,1,3,1
2307.1,2,3,3
2308.1,2,3,3
2309.1,5,5,5
2309.2,5,3,5
2310.1,9,9,9
2310.2,3,3,9
2310.3,3,3,3
2311.1,3,3,3
2311.2,3,3,3
2311.3,2,2,2
2312.1,2,2,2
2313.1,3,3,3
2313.2,3,3,3
2313.3,3,3,3
2314.1,3,3,3
2314.2,2,2,2
2315.1,2,2,2
2316.1,1,3,1
2317.1,2,2,2
2318.1,2,4,5
2318.2,3,3,3
2319.1,5,5,5
2320.1,7,7,7
2321.1,2,2,2
2321.2,1,1,1
2322.1,5,3,6
2322.2,3,3,3
2322.3,3,3,3
2323.1,3,3,3
2323.2,8,3,3
2324.1,8,3,8
2325.1,2,3,2
2326.1,2,2,2
2326.2,2,2,2
2327.1,1,3,1
2328.1,2,2,2
2329.1,2,2,2
2330.1,2,4,2
2330.2,4,3,3
2331.1,3,4,2
2332.1,8,8,8
2332.2,1,1,1
2333.1,1,1,1
2334.1,3,3,3
2334.2,3,3,3
2334.3,2,3,3
2335.1,3,3,8
2335.2,2,3,2
2336.1,1,3,1
2338.1,1,3,4
2339.1,3,3,3
2339.2,3,3,3
2340.1,3,3,8
2341.1,7,4,4
2342.1,2,3,1
2343.1,3,3,8
2344.1,2,2,2
2344.2,2,3,3
2345.1,3,4,9
2345.2,2,3,1
2346.1,4,3,4
2347.1,3,8,8
2348.1,3,2,2
2349.1,5,3,6
2349.2,3,3,3
2349.3,1,1,1
2349.4,3,3,8
2350.1,4,4,3
2351.1,4,3,3
2351.2,2,8,8
2352.1,3,3,3
2352.2,3,3,4
2352.3,3,3,3
2353.1,3,3,3
2354.1,2,2,2
2355.1,2,2,2
2356.1,4,4,4
2356.2,2,2,2
